Index,Unit,Visibility,GroundCover,HabitatType,Species,Size,DateFound
116,25,RP,A,A,BA,bat,3/26/2018
117,95,RP,A,B,BB,bat,4/19/2018
118,87,D,A,C,BC,bat,4/25/2018
119,96,D,B,B,BA,bat,5/1/2018
120,94,M,A,B,BA,bat,3/29/2018
121,75,D,B,B,BA,bat,4/1/2018
122,39,M,B,C,BA,bat,3/23/2018
123,20,RP,B,B,BC,bat,4/22/2018
124,30,M,B,B,BB,bat,4/1/2018
125,18,D,B,B,BA,bat,4/28/2018
126,58,RP,B,C,BA,bat,4/16/2018
127,80,RP,A,C,BB,bat,4/25/2018
128,100,D,B,C,BB,bat,4/4/2018
129,81,RP,B,B,BA,bat,3/26/2018
130,32,M,B,B,BA,bat,4/1/2018
131,67,M,B,B,BA,bat,4/19/2018
132,75,RP,B,B,BA,bat,4/22/2018
133,81,D,B,A,BA,bat,4/10/2018
134,76,D,B,B,BA,bat,3/29/2018
135,64,RP,B,B,BA,bat,4/7/2018
136,65,RP,B,B,BB,bat,4/25/2018
137,43,M,B,C,BB,bat,4/16/2018
138,26,D,A,C,BA,bat,5/1/2018
139,82,M,B,C,BA,bat,4/1/2018
140,54,RP,B,C,BA,bat,4/13/2018
141,85,RP,A,C,BA,bat,4/19/2018
142,96,D,B,B,BA,bat,4/25/2018
143,78,RP,B,B,BB,bat,4/13/2018
144,27,D,A,C,BA,bat,4/25/2018
145,22,RP,B,C,BB,bat,3/29/2018
146,47,RP,B,B,BB,bat,3/29/2018
147,50,D,A,C,BA,bat,4/1/2018
148,65,RP,A,A,BA,bat,3/23/2018
149,22,RP,B,C,BA,bat,4/7/2018
150,19,M,B,C,BE,bat,4/13/2018
151,65,RP,A,B,BA,bat,3/29/2018
152,2,RP,B,C,BA,bat,4/16/2018
153,28,M,A,B,BB,bat,4/16/2018
154,26,RP,A,B,BA,bat,4/22/2018
155,69,D,A,C,BB,bat,4/28/2018
156,84,D,B,B,BB,bat,4/25/2018
157,72,RP,B,B,BA,bat,4/25/2018
158,92,RP,A,C,BB,bat,4/1/2018
159,71,RP,A,B,BB,bat,4/19/2018
160,22,M,A,C,BB,bat,4/13/2018
161,93,RP,B,A,BA,bat,4/25/2018
162,97,D,B,B,BA,bat,4/22/2018
163,44,RP,B,B,BA,bat,4/10/2018
164,81,RP,B,B,BA,bat,4/16/2018
165,2,RP,B,B,BB,bat,4/19/2018
166,50,RP,A,C,BA,bat,3/29/2018
167,58,RP,B,B,BA,bat,3/29/2018
168,99,RP,A,C,BA,bat,4/10/2018
169,81,D,B,B,BA,bat,4/28/2018
170,94,RP,B,B,BA,bat,4/19/2018
171,65,D,A,B,BB,bat,3/26/2018
172,48,M,A,C,BA,bat,4/4/2018
173,57,D,A,A,BB,bat,4/28/2018
174,95,D,A,C,BA,bat,4/7/2018
175,94,RP,A,B,BA,bat,4/13/2018
176,23,M,A,B,BA,bat,4/16/2018
177,42,M,A,B,BB,bat,4/16/2018
178,63,RP,B,A,BB,bat,4/25/2018
179,77,RP,B,C,BA,bat,4/1/2018
180,63,D,A,B,BA,bat,4/22/2018
181,39,D,A,B,BA,bat,3/26/2018
182,2,M,B,B,BB,bat,5/22/2018
183,68,D,B,C,BB,bat,3/29/2018
184,29,RP,B,B,BB,bat,4/28/2018
185,86,M,A,C,BB,bat,4/4/2018
186,44,D,B,A,BB,bat,4/25/2018
187,44,RP,B,B,BB,bat,4/22/2018
188,17,RP,B,A,BA,bat,4/13/2018
189,59,D,B,B,BD,bat,4/4/2018
190,34,M,B,C,BA,bat,4/19/2018
191,68,D,A,B,BA,bat,4/13/2018
192,36,D,B,C,BA,bat,4/28/2018
193,80,RP,B,B,BA,bat,4/10/2018
194,94,D,B,C,BE,bat,3/26/2018
195,56,RP,A,B,BB,bat,4/28/2018
196,23,D,A,B,BB,bat,4/16/2018
197,63,RP,B,B,BA,bat,4/28/2018
198,22,RP,B,C,BB,bat,4/10/2018
199,99,M,A,C,BA,bat,4/28/2018
200,4,D,B,A,BB,bat,3/26/2018
201,80,D,B,C,BA,bat,3/29/2018
202,93,D,A,B,BB,bat,4/13/2018
203,66,D,B,A,BA,bat,4/1/2018
204,38,D,B,C,BA,bat,4/16/2018
205,77,RP,B,B,BA,bat,4/22/2018
206,98,RP,B,C,BE,bat,4/10/2018
207,8,M,A,C,BA,bat,4/13/2018
208,45,D,B,B,BA,bat,4/25/2018
209,21,M,A,B,BA,bat,4/28/2018
210,17,RP,A,C,BA,bat,4/19/2018
211,20,RP,B,A,BB,bat,4/25/2018
212,48,RP,A,B,BB,bat,4/1/2018
213,33,D,A,C,BA,bat,4/22/2018
214,32,M,A,B,BA,bat,4/19/2018
215,100,RP,B,C,BB,bat,4/25/2018
216,84,D,B,B,BB,bat,4/13/2018
217,15,RP,A,C,BB,bat,4/1/2018
218,52,RP,B,B,BB,bat,3/29/2018
219,19,RP,B,B,BA,bat,4/7/2018
220,86,D,B,B,BD,bat,4/4/2018
221,14,RP,B,B,BA,bat,4/25/2018
222,56,RP,A,A,BA,bat,3/29/2018
223,6,D,B,B,BA,bat,4/16/2018
224,60,RP,B,A,BA,bat,4/7/2018
225,42,D,B,B,BC,bat,4/4/2018
226,14,M,B,C,BB,bat,4/4/2018
227,6,D,A,A,BB,bat,4/25/2018
228,58,D,B,C,BB,bat,5/1/2018
229,93,RP,B,C,BA,bat,4/1/2018
230,31,M,B,C,BA,bat,4/19/2018
231,39,RP,B,C,BA,bat,4/19/2018
232,48,RP,A,C,BB,bat,4/16/2018
233,1,RP,B,C,BC,bat,4/10/2018
234,49,RP,A,B,BA,bat,3/29/2018
235,36,RP,A,B,BA,bat,4/10/2018
236,98,D,B,B,BA,bat,4/10/2018
237,51,D,B,B,BB,bat,4/22/2018
238,11,RP,A,C,BA,bat,4/13/2018
239,49,RP,B,B,BB,bat,4/22/2018
240,11,D,A,B,BA,bat,4/4/2018
241,41,M,A,B,BB,bat,4/1/2018
242,19,RP,A,A,BB,bat,4/13/2018
243,5,RP,A,C,BB,bat,4/7/2018
244,90,RP,A,B,BD,bat,4/1/2018
245,23,D,A,C,BA,bat,4/28/2018
246,66,D,A,B,BA,bat,4/22/2018
247,86,M,B,C,BB,bat,3/26/2018
248,95,M,B,B,BB,bat,4/22/2018
249,12,M,B,B,BB,bat,4/25/2018
250,81,RP,B,A,BA,bat,5/1/2018
251,32,RP,A,C,BA,bat,4/16/2018
252,95,RP,B,B,BB,bat,3/26/2018
253,39,RP,B,C,BB,bat,3/29/2018
254,49,D,B,A,BB,bat,4/25/2018
255,79,RP,A,B,BB,bat,4/1/2018
256,43,RP,B,B,BB,bat,4/25/2018
257,18,D,B,B,BA,bat,3/29/2018
258,10,D,B,C,BA,bat,4/16/2018
259,13,RP,A,B,BA,bat,4/10/2018
260,62,RP,B,C,BA,bat,3/23/2018
261,24,RP,B,C,BC,bat,4/13/2018
262,49,RP,A,C,BA,bat,3/26/2018
263,41,RP,B,B,BB,bat,4/4/2018
264,79,D,B,C,BB,bat,4/10/2018
265,44,M,B,C,BA,bat,4/7/2018
266,72,D,A,B,BB,bat,3/26/2018
267,71,M,B,A,BA,bat,4/22/2018
268,100,RP,A,C,BA,bat,3/23/2018
269,34,D,B,B,BB,bat,4/13/2018
270,37,D,B,C,BD,bat,5/8/2018
271,61,D,B,C,BA,bat,5/1/2018
272,18,RP,B,B,BA,bat,4/7/2018
273,8,RP,A,C,BA,bat,3/29/2018
274,65,RP,B,A,BA,bat,4/19/2018
275,83,D,A,C,BA,bat,3/23/2018
276,98,D,A,A,BC,bat,4/4/2018
277,28,M,A,B,BA,bat,5/1/2018
278,74,RP,B,C,BB,bat,4/16/2018
279,27,RP,B,B,BD,bat,3/29/2018
280,49,RP,A,A,BB,bat,4/19/2018
281,39,D,B,B,BB,bat,5/1/2018
282,12,D,B,C,BA,bat,4/25/2018
283,17,RP,A,B,BB,bat,4/7/2018
284,43,D,B,C,BA,bat,4/19/2018
285,70,RP,A,B,BA,bat,4/7/2018
286,95,RP,B,B,BC,bat,4/10/2018
287,22,M,A,C,BB,bat,4/19/2018
288,34,RP,A,C,BB,bat,4/28/2018
289,21,RP,B,A,BD,bat,4/7/2018
290,2,RP,B,C,BA,bat,4/1/2018
291,31,RP,A,C,BA,bat,4/13/2018
292,96,RP,A,C,BA,bat,4/7/2018
293,69,M,B,B,BB,bat,3/23/2018
294,60,D,B,C,BA,bat,4/10/2018
295,41,M,A,B,BA,bat,4/10/2018
296,69,D,A,B,BA,bat,3/26/2018
297,7,RP,B,C,BA,bat,3/26/2018
298,21,RP,A,A,BD,bat,4/19/2018
299,40,RP,A,B,BB,bat,4/1/2018
300,5,RP,A,A,BB,bat,4/10/2018
301,64,D,A,C,BA,bat,4/10/2018
302,61,RP,B,C,BB,bat,5/1/2018
303,75,D,A,C,BA,bat,4/16/2018
304,39,RP,A,A,BA,bat,3/29/2018
305,69,RP,B,B,BA,bat,4/22/2018
306,33,RP,A,A,BA,bat,5/1/2018
307,57,RP,B,B,BA,bat,4/13/2018
308,11,RP,B,C,BD,bat,4/25/2018
309,50,D,A,C,BB,bat,5/1/2018
310,18,RP,A,B,BA,bat,4/19/2018
311,20,M,A,B,BB,bat,4/7/2018
312,79,D,A,B,BA,bat,4/7/2018
313,43,RP,B,B,BB,bat,3/29/2018
314,2,D,B,B,BB,bat,4/4/2018
315,31,RP,A,C,BA,bat,4/16/2018
316,52,RP,B,C,BB,bat,5/1/2018
317,91,D,B,C,BB,bat,4/19/2018
318,71,D,B,C,BA,bat,4/19/2018
319,45,M,B,B,BE,bat,3/26/2018
320,47,M,B,C,BB,bat,6/19/2018
321,43,M,B,C,BB,bat,5/8/2018
322,69,RP,A,C,BB,bat,5/29/2018
323,89,RP,A,B,BA,bat,6/26/2018
324,59,RP,B,C,BC,bat,6/19/2018
325,22,RP,A,C,BA,bat,5/29/2018
326,50,RP,A,B,BB,bat,5/8/2018
327,22,M,A,C,BA,bat,6/19/2018
328,73,M,B,A,BA,bat,6/19/2018
329,30,M,B,C,BB,bat,6/5/2018
330,41,RP,B,C,BB,bat,5/29/2018
331,51,D,A,B,BB,bat,6/27/2018
332,60,RP,B,C,BB,bat,5/15/2018
333,14,RP,B,C,BD,bat,6/5/2018
334,14,RP,A,B,BA,bat,5/22/2018
335,44,RP,B,B,BB,bat,6/12/2018
336,4,RP,A,A,BA,bat,6/12/2018
337,98,M,A,B,BA,bat,6/12/2018
338,75,D,B,C,BB,bat,5/8/2018
339,32,RP,B,C,BA,bat,6/12/2018
340,86,RP,B,C,BC,bat,5/29/2018
341,97,RP,A,B,BC,bat,5/15/2018
342,15,D,B,C,BA,bat,6/5/2018
343,77,RP,B,C,BA,bat,6/19/2018
344,99,RP,A,A,BA,bat,5/15/2018
345,29,D,A,B,BE,bat,6/5/2018
346,17,RP,B,B,BB,bat,5/29/2018
347,5,RP,A,B,BA,bat,6/12/2018
348,54,D,B,B,BB,bat,5/22/2018
349,24,M,B,C,BA,bat,6/26/2018
350,86,D,B,C,BA,bat,6/26/2018
351,2,D,A,B,BA,bat,6/26/2018
352,57,D,B,C,BA,bat,5/22/2018
353,88,RP,A,B,BA,bat,6/26/2018
354,27,RP,B,B,BA,bat,6/12/2018
355,87,D,A,B,BA,bat,5/22/2018
356,2,M,B,C,BB,bat,5/22/2018
357,63,D,A,C,BA,bat,6/19/2018
358,18,RP,B,B,BA,bat,6/5/2018
359,24,M,B,B,BA,bat,6/19/2018
360,88,RP,A,C,BB,bat,6/26/2018
361,78,RP,A,B,BB,bat,6/12/2018
362,63,D,A,B,BB,bat,6/27/2018
363,47,RP,B,B,BA,bat,5/8/2018
364,18,M,A,B,BD,bat,6/12/2018
365,9,M,B,C,BB,bat,6/26/2018
366,98,D,A,A,BA,bat,5/22/2018
367,5,RP,B,C,BA,bat,5/22/2018
368,42,RP,A,A,BB,bat,5/8/2018
369,12,RP,A,B,BB,bat,5/8/2018
370,99,D,A,B,BB,bat,6/19/2018
371,11,D,A,C,BB,bat,6/26/2018
372,67,RP,B,C,BA,bat,5/29/2018
373,61,D,A,C,BB,bat,5/15/2018
374,7,RP,B,C,BA,bat,5/29/2018
375,11,RP,A,B,BA,bat,6/19/2018
376,72,RP,B,B,BB,bat,5/8/2018
377,70,D,B,B,BA,bat,5/15/2018
378,25,D,A,B,BC,bat,6/26/2018
379,33,RP,A,B,BB,bat,6/5/2018
380,29,D,B,C,BA,bat,6/12/2018
381,86,D,B,B,BB,bat,6/30/2018
382,94,M,A,C,BB,bat,5/29/2018
383,13,M,A,C,BB,bat,5/8/2018
384,42,D,A,C,BA,bat,6/5/2018
385,49,D,A,B,BA,bat,6/19/2018
386,50,D,B,C,BB,bat,6/27/2018
387,32,M,B,B,BA,bat,6/19/2018
388,41,RP,A,A,BA,bat,6/19/2018
389,72,RP,B,B,BB,bat,6/12/2018
390,47,M,B,B,BA,bat,5/8/2018
391,71,D,B,B,BB,bat,6/5/2018
392,15,RP,B,B,BA,bat,6/28/2018
393,47,M,A,B,BC,bat,6/26/2018
394,85,D,A,A,BA,bat,5/15/2018
395,89,M,B,C,BB,bat,6/19/2018
396,54,M,B,C,BA,bat,6/26/2018
397,21,RP,A,B,BB,bat,5/8/2018
398,61,RP,A,B,BA,bat,5/29/2018
399,32,RP,B,C,BA,bat,5/15/2018
400,50,RP,B,C,BB,bat,6/5/2018
401,75,D,B,C,BA,bat,6/19/2018
402,36,D,B,B,BB,bat,5/15/2018
403,36,D,B,B,BB,bat,6/5/2018
404,76,D,A,B,BA,bat,6/5/2018
405,60,D,A,B,BA,bat,6/12/2018
406,26,RP,B,B,BA,bat,6/5/2018
407,72,RP,B,B,BB,bat,6/12/2018
408,36,M,B,A,BA,bat,6/19/2018
409,23,RP,A,B,BB,bat,5/29/2018
410,67,RP,A,C,BA,bat,5/15/2018
411,84,RP,B,B,BA,bat,5/29/2018
412,52,RP,B,C,BA,bat,6/19/2018
413,29,D,B,B,BA,bat,5/15/2018
414,4,D,B,C,BB,bat,5/29/2018
415,54,D,A,A,BA,bat,6/26/2018
416,70,D,B,B,BB,bat,5/29/2018
417,20,RP,A,B,BA,bat,6/12/2018
418,74,RP,B,B,BB,bat,6/19/2018
419,83,D,B,C,BB,bat,5/22/2018
420,70,RP,B,B,BB,bat,6/19/2018
421,22,M,B,B,BA,bat,6/26/2018
422,100,D,B,B,BA,bat,5/15/2018
423,24,RP,A,C,BB,bat,6/5/2018
424,22,D,A,C,BA,bat,6/27/2018
425,78,RP,A,B,BA,bat,6/19/2018
426,22,M,B,C,BB,bat,5/15/2018
427,100,RP,B,B,BB,bat,6/19/2018
428,78,RP,B,C,BB,bat,6/5/2018
429,43,RP,A,B,BB,bat,6/19/2018
430,36,RP,B,B,BB,bat,6/5/2018
431,28,RP,B,B,BB,bat,5/29/2018
432,58,RP,B,C,BB,bat,5/22/2018
433,91,RP,B,B,BA,bat,5/29/2018
434,95,RP,B,B,BB,bat,5/22/2018
435,63,M,A,C,BB,bat,5/22/2018
436,60,M,A,B,BA,bat,5/8/2018
437,58,D,B,B,BB,bat,7/3/2018
438,13,D,B,A,BA,bat,6/27/2018
439,86,RP,A,B,BA,bat,5/8/2018
440,89,RP,B,B,BB,bat,6/19/2018
441,100,D,B,C,BA,bat,6/26/2018
442,22,M,A,B,BA,bat,6/26/2018
443,23,RP,A,B,BB,bat,6/12/2018
444,61,D,B,B,BB,bat,6/27/2018
445,4,D,B,C,BB,bat,6/19/2018
446,16,M,B,B,BB,bat,6/19/2018
447,9,RP,B,C,BB,bat,5/22/2018
448,32,RP,B,C,BA,bat,6/5/2018
449,30,D,B,B,BA,bat,5/29/2018
450,59,D,A,B,BB,bat,6/19/2018
451,92,D,A,C,BB,bat,6/26/2018
452,57,RP,A,C,BA,bat,5/8/2018
453,4,D,B,B,BB,bat,6/19/2018
454,6,D,A,C,BB,bat,5/8/2018
455,74,RP,B,B,BB,bat,6/19/2018
456,40,RP,B,B,BA,bat,6/26/2018
457,7,RP,B,B,BB,bat,5/8/2018
458,3,RP,A,C,BB,bat,6/26/2018
459,56,RP,B,B,BB,bat,6/5/2018
460,32,D,A,C,BB,bat,5/29/2018
461,17,D,B,B,BA,bat,6/26/2018
462,16,M,A,B,BB,bat,5/29/2018
463,18,RP,B,C,BC,bat,6/26/2018
464,46,RP,B,C,BB,bat,6/28/2018
465,25,RP,A,B,BB,bat,6/5/2018
466,95,RP,B,C,BB,bat,5/15/2018
467,20,RP,A,C,BA,bat,5/15/2018
468,52,RP,A,B,BA,bat,8/16/2018
469,30,D,B,B,BB,bat,8/16/2018
470,44,D,A,C,BE,bat,6/28/2018
471,40,D,B,C,BA,bat,7/30/2018
472,55,RP,A,C,BB,bat,8/18/2018
473,46,D,A,B,BB,bat,7/29/2018
474,97,RP,B,A,BA,bat,7/25/2018
475,18,M,B,C,BA,bat,7/24/2018
476,39,RP,B,C,BA,bat,7/29/2018
477,2,D,A,B,BB,bat,7/30/2018
478,49,RP,B,B,BA,bat,7/16/2018
479,58,D,A,A,BB,bat,8/23/2018
480,57,D,A,B,BA,bat,7/15/2018
481,88,D,A,B,BB,bat,8/22/2018
482,3,RP,B,C,BA,bat,7/1/2018
483,75,D,A,B,BB,bat,8/6/2018
484,74,D,A,C,BA,bat,6/29/2018
485,7,RP,A,B,BB,bat,8/8/2018
486,89,D,A,B,BA,bat,8/25/2018
487,98,RP,B,B,BA,bat,6/27/2018
488,57,D,B,C,BA,bat,7/10/2018
489,44,D,B,C,BA,bat,8/15/2018
490,23,RP,B,C,BB,bat,7/14/2018
491,38,RP,A,A,BA,bat,7/3/2018
492,7,RP,B,C,BB,bat,7/13/2018
493,61,D,A,C,BA,bat,7/6/2018
494,17,M,B,B,BA,bat,8/14/2018
495,90,D,B,C,BA,bat,7/4/2018
496,75,M,A,C,BA,bat,8/11/2018
497,29,D,A,C,BA,bat,7/1/2018
498,24,RP,B,A,BB,bat,8/24/2018
499,57,M,B,C,BB,bat,7/21/2018
500,33,RP,A,C,BB,bat,7/7/2018
501,64,M,A,B,BA,bat,7/7/2018
502,87,RP,A,B,BB,bat,7/23/2018
503,86,RP,B,B,BB,bat,7/1/2018
504,25,RP,B,B,BA,bat,8/21/2018
505,69,D,A,C,BB,bat,6/28/2018
506,66,RP,A,C,BD,bat,7/9/2018
507,46,D,A,B,BA,bat,8/23/2018
508,19,RP,B,B,BA,bat,8/23/2018
509,82,M,A,B,BA,bat,7/2/2018
510,70,D,B,C,BC,bat,8/19/2018
511,44,RP,B,B,BB,bat,8/10/2018
512,49,D,A,A,BA,bat,7/22/2018
513,20,M,B,B,BA,bat,6/27/2018
514,85,RP,A,A,BA,bat,7/2/2018
515,18,D,B,A,BA,bat,8/12/2018
516,89,RP,B,B,BA,bat,8/11/2018
517,56,RP,B,B,BD,bat,6/29/2018
518,57,M,A,C,BB,bat,7/15/2018
519,97,RP,A,C,BA,bat,7/14/2018
520,25,D,B,B,BA,bat,7/11/2018
521,17,RP,B,C,BA,bat,7/31/2018
522,46,D,A,C,BA,bat,6/30/2018
523,33,RP,A,C,BA,bat,7/29/2018
524,92,RP,B,A,BA,bat,8/23/2018
525,71,M,B,B,BB,bat,7/14/2018
526,29,RP,B,B,BA,bat,8/11/2018
527,48,D,B,B,BA,bat,7/23/2018
528,28,RP,A,C,BA,bat,7/8/2018
529,36,D,A,C,BB,bat,7/30/2018
530,58,RP,B,B,BB,bat,8/25/2018
531,13,M,B,A,BB,bat,7/30/2018
532,42,RP,B,B,BA,bat,7/21/2018
533,38,M,B,C,BA,bat,8/3/2018
534,8,RP,B,B,BB,bat,7/22/2018
535,98,D,B,C,BB,bat,7/21/2018
536,77,D,B,C,BB,bat,8/15/2018
537,26,RP,B,B,BA,bat,7/16/2018
538,95,RP,B,C,BB,bat,8/15/2018
539,43,D,B,A,BB,bat,7/15/2018
540,70,RP,B,C,BC,bat,6/27/2018
541,60,D,B,C,BA,bat,8/11/2018
542,79,M,A,C,BA,bat,8/23/2018
543,57,M,B,B,BA,bat,6/28/2018
544,61,D,A,A,BA,bat,7/12/2018
545,26,D,B,C,BA,bat,7/1/2018
546,74,D,A,B,BA,bat,7/21/2018
547,87,RP,A,C,BA,bat,8/3/2018
548,100,RP,B,C,BA,bat,8/16/2018
549,59,M,B,B,BB,bat,8/13/2018
550,5,D,B,C,BA,bat,8/24/2018
551,15,D,A,A,BB,bat,7/10/2018
552,29,RP,B,B,BB,bat,8/22/2018
553,79,D,A,B,BA,bat,7/8/2018
554,41,D,B,B,BA,bat,8/21/2018
555,41,D,B,A,BA,bat,7/7/2018
556,34,RP,A,A,BA,bat,8/21/2018
557,9,RP,B,C,BA,bat,7/16/2018
558,66,RP,A,B,BA,bat,7/20/2018
559,26,D,B,B,BB,bat,8/20/2018
560,44,D,B,C,BB,bat,8/10/2018
561,31,RP,B,B,BA,bat,6/30/2018
562,15,M,B,A,BC,bat,7/24/2018
563,100,M,B,B,BB,bat,7/13/2018
564,92,M,B,B,BB,bat,8/7/2018
565,57,RP,A,A,BA,bat,7/11/2018
566,29,D,A,C,BA,bat,7/13/2018
567,22,RP,A,C,BB,bat,7/7/2018
568,77,RP,A,C,BA,bat,6/27/2018
569,11,M,A,C,BA,bat,7/4/2018
570,64,M,B,C,BA,bat,7/9/2018
571,55,RP,A,C,BA,bat,7/21/2018
572,37,D,B,B,BC,bat,7/19/2018
573,32,RP,A,B,BA,bat,7/10/2018
574,1,D,B,B,BA,bat,8/4/2018
575,41,D,A,B,BA,bat,7/16/2018
576,71,D,A,C,BB,bat,7/24/2018
577,67,D,A,B,BA,bat,8/16/2018
578,43,RP,B,C,BA,bat,8/20/2018
579,87,D,B,B,BA,bat,7/1/2018
580,66,D,A,B,BB,bat,7/1/2018
581,2,D,B,B,BA,bat,7/5/2018
582,70,D,B,C,BB,bat,7/6/2018
583,42,M,A,B,BA,bat,8/9/2018
584,35,RP,B,C,BE,bat,8/5/2018
585,76,D,B,B,BD,bat,8/9/2018
586,35,D,B,B,BA,bat,7/23/2018
587,70,D,B,C,BA,bat,8/22/2018
588,1,RP,B,A,BB,bat,7/23/2018
589,41,D,B,B,BB,bat,7/15/2018
590,54,D,B,B,BB,bat,7/3/2018
591,100,M,B,C,BA,bat,8/12/2018
592,78,D,B,C,BB,bat,8/1/2018
593,11,M,A,B,BB,bat,8/4/2018
