"pkID","Size","Season","Visibility","s1","s2","s3","s4","s5"
"pk47","bat","fall","RP",1,NA,NA,NA,NA
"pk48","bat","fall","RP",1,NA,NA,NA,NA
"pk49","bat","fall","RP",1,NA,NA,NA,NA
"pk50","bat","fall","RP",1,NA,NA,NA,NA
"pk51","bat","fall","RP",0,0,1,NA,NA
"pk52","bat","fall","RP",1,NA,NA,NA,NA
"pk53","bat","fall","RP",0,1,NA,NA,NA
"pk54","bat","fall","RP",1,NA,NA,NA,NA
"pk55","bat","fall","RP",0,1,NA,NA,NA
"pk56","bat","fall","RP",1,NA,NA,NA,NA
"pk57","bat","fall","RP",0,0,0,0,0
"pk58","bat","fall","RP",0,1,NA,NA,NA
"pk59","bat","fall","RP",0,1,NA,NA,NA
"pk60","bat","fall","RP",1,NA,NA,NA,NA
"pk61","bat","spring","M",1,NA,NA,NA,NA
"pk62","bat","spring","M",0,0,0,0,0
"pk63","bat","spring","M",0,0,0,0,0
"pk64","bat","spring","M",0,0,0,0,0
"pk65","bat","spring","M",0,0,0,0,1
"pk66","bat","spring","M",0,0,0,0,0
"pk67","bat","spring","M",0,0,0,0,0
"pk68","bat","spring","M",0,1,NA,NA,NA
"pk69","bat","spring","M",0,0,0,0,0
"pk70","bat","spring","M",0,1,NA,NA,NA
"pk71","bat","spring","M",0,1,NA,NA,NA
"pk72","bat","spring","M",0,0,0,0,1
"pk73","bat","spring","M",0,0,0,0,0
"pk74","bat","spring","M",1,NA,NA,NA,NA
"pk75","bat","spring","M",1,NA,NA,NA,NA
"pk76","bat","spring","M",0,1,NA,NA,NA
"pk77","bat","spring","M",0,0,0,0,0
"pk78","bat","spring","M",1,NA,NA,NA,NA
"pk79","bat","spring","M",1,NA,NA,NA,NA
"pk80","bat","spring","M",0,1,NA,NA,NA
"pk81","bat","summer","M",1,NA,NA,NA,NA
"pk82","bat","summer","M",0,0,0,0,0
"pk83","bat","summer","M",0,0,0,0,1
"pk84","bat","summer","M",0,0,0,0,1
"pk85","bat","summer","M",0,0,0,0,0
"pk86","bat","summer","M",0,0,1,NA,NA
"pk87","bat","summer","M",0,0,0,0,0
"pk88","bat","summer","M",0,1,NA,NA,NA
"pk89","bat","summer","M",1,NA,NA,NA,NA
"pk90","bat","summer","M",0,0,0,1,NA
"pk91","bat","summer","M",0,0,0,0,1
"pk92","bat","summer","M",1,NA,NA,NA,NA
"pk93","bat","summer","M",0,0,1,NA,NA
"pk94","bat","summer","M",1,NA,NA,NA,NA
"pk95","bat","summer","M",0,0,0,0,0
"pk96","bat","summer","M",1,NA,NA,NA,NA
"pk97","bat","summer","M",1,NA,NA,NA,NA
"pk98","bat","summer","M",0,0,0,0,0
"pk99","bat","summer","M",0,0,0,0,0
"pk100","bat","summer","M",0,0,0,0,0
"pk101","bat","fall","M",0,0,0,0,0
"pk102","bat","fall","M",0,0,0,0,0
"pk103","bat","fall","M",1,NA,NA,NA,NA
"pk104","bat","fall","M",0,0,1,NA,NA
"pk105","bat","fall","M",0,0,0,0,0
"pk106","bat","fall","M",0,1,NA,NA,NA
"pk107","bat","fall","M",1,NA,NA,NA,NA
"pk108","bat","fall","M",0,0,0,0,0
"pk109","bat","fall","M",0,0,0,0,0
"pk110","bat","fall","M",1,NA,NA,NA,NA
"pk111","bat","fall","M",1,NA,NA,NA,NA
"pk112","bat","fall","M",1,NA,NA,NA,NA
"pk113","bat","fall","M",0,0,0,0,0
"pk114","bat","fall","M",0,0,0,1,NA
"pk115","bat","fall","M",1,NA,NA,NA,NA
"pk116","bat","fall","M",0,0,0,0,0
"pk117","bat","fall","M",0,0,1,NA,NA
"pk118","bat","fall","M",1,NA,NA,NA,NA
"pk119","bat","fall","M",0,1,NA,NA,NA
"pk120","bat","fall","M",1,NA,NA,NA,NA
"pk121","bat","spring","D",0,0,0,0,0
"pk122","bat","spring","D",0,0,0,0,0
"pk123","bat","spring","D",0,0,0,0,0
"pk124","bat","spring","D",1,NA,NA,NA,NA
"pk125","bat","spring","D",0,0,0,0,0
"pk126","bat","spring","D",0,0,0,0,0
"pk127","bat","spring","D",0,0,0,1,NA
"pk128","bat","spring","D",0,0,0,0,0
"pk129","bat","spring","D",0,0,0,0,0
"pk130","bat","spring","D",0,0,0,0,0
"pk131","bat","spring","D",0,0,0,0,0
"pk132","bat","spring","D",1,NA,NA,NA,NA
"pk133","bat","spring","D",0,0,0,1,NA
"pk134","bat","spring","D",0,0,0,0,0
"pk135","bat","spring","D",0,0,0,0,0
"pk136","bat","spring","D",0,0,0,0,0
"pk137","bat","spring","D",0,1,NA,NA,NA
"pk138","bat","spring","D",0,0,0,0,0
"pk139","bat","spring","D",0,0,0,0,0
"pk140","bat","spring","D",0,1,NA,NA,NA
"pk141","bat","summer","D",0,0,0,0,0
"pk142","bat","summer","D",0,0,0,0,0
"pk143","bat","summer","D",0,0,0,0,0
"pk144","bat","summer","D",0,0,0,0,0
"pk145","bat","summer","D",0,0,0,0,0
"pk146","bat","summer","D",0,0,0,0,0
"pk147","bat","summer","D",0,0,0,0,0
"pk148","bat","summer","D",0,0,0,0,0
"pk149","bat","summer","D",1,NA,NA,NA,NA
"pk150","bat","summer","D",0,0,0,0,0
"pk151","bat","summer","D",1,NA,NA,NA,NA
"pk152","bat","summer","D",0,0,0,0,0
"pk153","bat","summer","D",0,0,0,0,0
"pk154","bat","summer","D",0,0,0,0,0
"pk155","bat","summer","D",0,0,0,0,0
"pk156","bat","summer","D",0,0,0,0,0
"pk157","bat","summer","D",0,0,0,0,0
"pk158","bat","summer","D",0,0,0,0,0
"pk159","bat","summer","D",0,0,0,0,0
"pk160","bat","summer","D",0,0,0,0,0
"pk161","bat","fall","D",1,NA,NA,NA,NA
"pk162","bat","fall","D",0,0,0,0,0
"pk163","bat","fall","D",0,0,0,0,0
"pk164","bat","fall","D",1,NA,NA,NA,NA
"pk165","bat","fall","D",0,0,0,0,0
"pk166","bat","fall","D",1,NA,NA,NA,NA
"pk167","bat","fall","D",0,0,0,0,0
"pk168","bat","fall","D",0,0,0,0,0
"pk169","bat","fall","D",0,0,0,0,0
"pk170","bat","fall","D",1,NA,NA,NA,NA
"pk171","bat","fall","D",1,NA,NA,NA,NA
"pk172","bat","fall","D",0,0,0,0,0
"pk173","bat","fall","D",0,0,0,0,0
"pk174","bat","fall","D",0,0,0,0,0
"pk175","bat","fall","D",0,0,0,0,0
"pk176","bat","fall","D",0,0,0,0,0
"pk177","bat","fall","D",0,0,1,NA,NA
"pk178","bat","fall","D",0,0,0,0,0
"pk179","bat","fall","D",0,0,0,0,0
"pk180","bat","fall","D",0,0,0,0,0
"pk181","sml","spring","RP",0,0,1,NA,NA
"pk182","sml","spring","RP",1,NA,NA,NA,NA
"pk183","sml","spring","RP",0,0,0,0,0
"pk184","sml","spring","RP",1,NA,NA,NA,NA
"pk185","sml","spring","RP",0,1,NA,NA,NA
"pk186","sml","spring","RP",0,1,NA,NA,NA
"pk187","sml","spring","RP",0,1,NA,NA,NA
"pk188","sml","spring","RP",1,NA,NA,NA,NA
"pk189","sml","spring","RP",1,NA,NA,NA,NA
"pk190","sml","spring","RP",0,0,1,NA,NA
"pk191","sml","spring","RP",0,1,NA,NA,NA
"pk192","sml","spring","RP",1,NA,NA,NA,NA
"pk193","sml","spring","RP",1,NA,NA,NA,NA
"pk194","sml","spring","RP",1,NA,NA,NA,NA
"pk195","sml","spring","RP",0,1,NA,NA,NA
"pk196","sml","spring","RP",1,NA,NA,NA,NA
"pk197","sml","spring","RP",1,NA,NA,NA,NA
"pk198","sml","spring","RP",1,NA,NA,NA,NA
"pk199","sml","spring","RP",1,NA,NA,NA,NA
"pk200","sml","spring","RP",1,NA,NA,NA,NA
"pk201","sml","summer","RP",1,NA,NA,NA,NA
"pk202","sml","summer","RP",0,0,0,0,0
"pk203","sml","summer","RP",0,1,NA,NA,NA
"pk204","sml","summer","RP",1,NA,NA,NA,NA
"pk205","sml","summer","RP",0,1,NA,NA,NA
"pk206","sml","summer","RP",1,NA,NA,NA,NA
"pk207","sml","summer","RP",1,NA,NA,NA,NA
"pk208","sml","summer","RP",1,NA,NA,NA,NA
"pk209","sml","summer","RP",1,NA,NA,NA,NA
"pk210","sml","summer","RP",0,0,0,0,0
"pk211","sml","summer","RP",1,NA,NA,NA,NA
"pk212","sml","summer","RP",1,NA,NA,NA,NA
"pk213","sml","summer","RP",1,NA,NA,NA,NA
"pk214","sml","summer","RP",0,1,NA,NA,NA
"pk215","sml","summer","RP",1,NA,NA,NA,NA
"pk216","sml","summer","RP",1,NA,NA,NA,NA
"pk217","sml","summer","RP",0,1,NA,NA,NA
"pk218","sml","summer","RP",1,NA,NA,NA,NA
"pk219","sml","summer","RP",0,0,0,0,0
"pk220","sml","summer","RP",0,1,NA,NA,NA
"pk221","sml","fall","RP",0,1,NA,NA,NA
"pk222","sml","fall","RP",1,NA,NA,NA,NA
"pk223","sml","fall","RP",1,NA,NA,NA,NA
"pk224","sml","fall","RP",1,NA,NA,NA,NA
"pk225","sml","fall","RP",1,NA,NA,NA,NA
"pk226","sml","fall","RP",1,NA,NA,NA,NA
"pk227","sml","fall","RP",1,NA,NA,NA,NA
"pk228","sml","fall","RP",1,NA,NA,NA,NA
"pk229","sml","fall","RP",0,0,1,NA,NA
"pk230","sml","fall","RP",1,NA,NA,NA,NA
"pk231","sml","fall","RP",1,NA,NA,NA,NA
"pk232","sml","fall","RP",1,NA,NA,NA,NA
"pk233","sml","fall","RP",0,1,NA,NA,NA
"pk234","sml","fall","RP",0,1,NA,NA,NA
"pk235","sml","fall","RP",1,NA,NA,NA,NA
"pk236","sml","fall","RP",0,1,NA,NA,NA
"pk237","sml","fall","RP",1,NA,NA,NA,NA
"pk238","sml","fall","RP",0,1,NA,NA,NA
"pk239","sml","fall","RP",1,NA,NA,NA,NA
"pk240","sml","fall","RP",1,NA,NA,NA,NA
"pk241","sml","spring","M",0,0,1,NA,NA
"pk242","sml","spring","M",1,NA,NA,NA,NA
"pk243","sml","spring","M",0,1,NA,NA,NA
"pk244","sml","spring","M",0,0,0,0,0
"pk245","sml","spring","M",0,0,0,0,0
"pk246","sml","spring","M",0,1,NA,NA,NA
"pk247","sml","spring","M",0,0,0,1,NA
"pk248","sml","spring","M",0,0,0,1,NA
"pk249","sml","spring","M",0,1,NA,NA,NA
"pk250","sml","spring","M",1,NA,NA,NA,NA
"pk251","sml","spring","M",1,NA,NA,NA,NA
"pk252","sml","spring","M",0,0,0,0,0
"pk253","sml","spring","M",0,0,0,0,0
"pk254","sml","spring","M",0,0,0,0,0
"pk255","sml","spring","M",0,0,1,NA,NA
"pk256","sml","spring","M",0,1,NA,NA,NA
"pk257","sml","spring","M",0,0,0,0,0
"pk258","sml","spring","M",0,0,1,NA,NA
"pk259","sml","spring","M",0,1,NA,NA,NA
"pk260","sml","spring","M",1,NA,NA,NA,NA
"pk261","sml","summer","M",1,NA,NA,NA,NA
"pk262","sml","summer","M",0,0,0,1,NA
"pk263","sml","summer","M",0,1,NA,NA,NA
"pk264","sml","summer","M",1,NA,NA,NA,NA
"pk265","sml","summer","M",1,NA,NA,NA,NA
"pk266","sml","summer","M",1,NA,NA,NA,NA
"pk267","sml","summer","M",1,NA,NA,NA,NA
"pk268","sml","summer","M",0,1,NA,NA,NA
"pk269","sml","summer","M",0,0,1,NA,NA
"pk270","sml","summer","M",0,0,0,1,NA
"pk271","sml","summer","M",0,0,1,NA,NA
"pk272","sml","summer","M",0,1,NA,NA,NA
"pk273","sml","summer","M",1,NA,NA,NA,NA
"pk274","sml","summer","M",1,NA,NA,NA,NA
"pk275","sml","summer","M",0,0,0,0,0
"pk276","sml","summer","M",1,NA,NA,NA,NA
"pk277","sml","summer","M",0,1,NA,NA,NA
"pk278","sml","summer","M",0,1,NA,NA,NA
"pk279","sml","summer","M",0,0,0,0,0
"pk280","sml","summer","M",0,0,0,0,1
"pk281","sml","fall","M",0,0,0,0,0
"pk282","sml","fall","M",0,1,NA,NA,NA
"pk283","sml","fall","M",0,0,1,NA,NA
"pk284","sml","fall","M",1,NA,NA,NA,NA
"pk285","sml","fall","M",1,NA,NA,NA,NA
"pk286","sml","fall","M",0,1,NA,NA,NA
"pk287","sml","fall","M",0,0,0,0,0
"pk288","sml","fall","M",0,0,0,0,0
"pk289","sml","fall","M",0,0,0,1,NA
"pk290","sml","fall","M",0,0,0,0,0
"pk291","sml","fall","M",1,NA,NA,NA,NA
"pk292","sml","fall","M",0,0,0,1,NA
"pk293","sml","fall","M",0,0,0,0,0
"pk294","sml","fall","M",0,1,NA,NA,NA
"pk295","sml","fall","M",0,0,0,0,0
"pk296","sml","fall","M",1,NA,NA,NA,NA
"pk297","sml","fall","M",1,NA,NA,NA,NA
"pk298","sml","fall","M",0,0,0,0,0
"pk299","sml","fall","M",0,1,NA,NA,NA
"pk300","sml","fall","M",1,NA,NA,NA,NA
"pk301","sml","spring","D",0,0,0,0,0
"pk302","sml","spring","D",0,1,NA,NA,NA
"pk303","sml","spring","D",0,1,NA,NA,NA
"pk304","sml","spring","D",0,0,0,1,NA
"pk305","sml","spring","D",0,0,0,0,0
"pk306","sml","spring","D",1,NA,NA,NA,NA
"pk307","sml","spring","D",0,0,0,0,0
"pk308","sml","spring","D",0,0,0,0,0
"pk309","sml","spring","D",0,0,0,0,0
"pk310","sml","spring","D",1,NA,NA,NA,NA
"pk311","sml","spring","D",0,0,0,0,0
"pk312","sml","spring","D",0,0,0,0,0
"pk313","sml","spring","D",0,0,0,0,0
"pk314","sml","spring","D",0,0,0,0,0
"pk315","sml","spring","D",0,1,NA,NA,NA
"pk316","sml","spring","D",1,NA,NA,NA,NA
"pk317","sml","spring","D",0,0,0,0,0
"pk318","sml","spring","D",0,0,0,0,0
"pk319","sml","spring","D",0,0,0,0,0
"pk320","sml","spring","D",0,0,0,0,0
"pk321","sml","summer","D",0,0,0,0,0
"pk322","sml","summer","D",0,1,NA,NA,NA
"pk323","sml","summer","D",0,0,0,0,0
"pk324","sml","summer","D",0,0,0,0,0
"pk325","sml","summer","D",0,0,0,0,0
"pk326","sml","summer","D",0,0,0,0,0
"pk327","sml","summer","D",1,NA,NA,NA,NA
"pk328","sml","summer","D",0,0,0,0,0
"pk329","sml","summer","D",0,0,0,0,0
"pk330","sml","summer","D",0,0,0,0,0
"pk331","sml","summer","D",0,0,0,0,0
"pk332","sml","summer","D",1,NA,NA,NA,NA
"pk333","sml","summer","D",0,0,0,0,0
"pk334","sml","summer","D",0,1,NA,NA,NA
"pk335","sml","summer","D",0,0,0,0,0
"pk336","sml","summer","D",1,NA,NA,NA,NA
"pk337","sml","summer","D",0,0,0,0,0
"pk338","sml","summer","D",0,0,0,0,0
"pk339","sml","summer","D",0,0,0,0,0
"pk340","sml","summer","D",0,0,0,0,0
"pk341","sml","fall","D",0,0,0,0,0
"pk342","sml","fall","D",0,0,0,0,0
"pk343","sml","fall","D",0,0,0,0,0
"pk344","sml","fall","D",0,0,0,0,0
"pk345","sml","fall","D",0,0,0,0,0
"pk346","sml","fall","D",0,0,0,0,0
"pk347","sml","fall","D",0,0,0,0,0
"pk348","sml","fall","D",0,0,0,1,NA
"pk349","sml","fall","D",0,0,0,0,0
"pk350","sml","fall","D",0,0,0,0,0
"pk351","sml","fall","D",0,0,0,0,0
"pk352","sml","fall","D",0,0,0,1,NA
"pk353","sml","fall","D",0,0,0,0,0
"pk354","sml","fall","D",0,0,0,0,0
"pk355","sml","fall","D",0,1,NA,NA,NA
"pk356","sml","fall","D",0,0,0,0,0
"pk357","sml","fall","D",0,0,0,1,NA
"pk358","sml","fall","D",0,0,0,0,0
"pk359","sml","fall","D",1,NA,NA,NA,NA
"pk360","sml","fall","D",0,0,1,NA,NA
"pk361","med","spring","RP",1,NA,NA,NA,NA
"pk362","med","spring","RP",1,NA,NA,NA,NA
"pk363","med","spring","RP",0,0,1,NA,NA
"pk364","med","spring","RP",0,0,0,0,1
"pk365","med","spring","RP",1,NA,NA,NA,NA
"pk366","med","spring","RP",0,1,NA,NA,NA
"pk367","med","spring","RP",0,0,1,NA,NA
"pk368","med","spring","RP",0,0,0,1,NA
"pk369","med","spring","RP",1,NA,NA,NA,NA
"pk370","med","spring","RP",0,1,NA,NA,NA
"pk371","med","spring","RP",1,NA,NA,NA,NA
"pk372","med","spring","RP",0,0,0,0,0
"pk373","med","spring","RP",1,NA,NA,NA,NA
"pk374","med","spring","RP",1,NA,NA,NA,NA
"pk375","med","spring","RP",0,0,0,1,NA
"pk376","med","spring","RP",1,NA,NA,NA,NA
"pk377","med","spring","RP",0,0,1,NA,NA
"pk378","med","spring","RP",0,1,NA,NA,NA
"pk379","med","spring","RP",0,1,NA,NA,NA
"pk380","med","spring","RP",1,NA,NA,NA,NA
"pk381","med","summer","RP",0,1,NA,NA,NA
"pk382","med","summer","RP",1,NA,NA,NA,NA
"pk383","med","summer","RP",1,NA,NA,NA,NA
"pk384","med","summer","RP",1,NA,NA,NA,NA
"pk385","med","summer","RP",0,0,0,1,NA
"pk386","med","summer","RP",1,NA,NA,NA,NA
"pk387","med","summer","RP",0,0,0,0,0
"pk388","med","summer","RP",1,NA,NA,NA,NA
"pk389","med","summer","RP",1,NA,NA,NA,NA
"pk390","med","summer","RP",0,0,1,NA,NA
"pk391","med","summer","RP",1,NA,NA,NA,NA
"pk392","med","summer","RP",1,NA,NA,NA,NA
"pk393","med","summer","RP",1,NA,NA,NA,NA
"pk394","med","summer","RP",1,NA,NA,NA,NA
"pk395","med","summer","RP",1,NA,NA,NA,NA
"pk396","med","summer","RP",0,0,0,0,0
"pk397","med","summer","RP",0,0,0,1,NA
"pk398","med","summer","RP",0,1,NA,NA,NA
"pk399","med","summer","RP",1,NA,NA,NA,NA
"pk400","med","summer","RP",1,NA,NA,NA,NA
"pk401","med","fall","RP",1,NA,NA,NA,NA
"pk402","med","fall","RP",0,0,0,0,0
"pk403","med","fall","RP",1,NA,NA,NA,NA
"pk404","med","fall","RP",1,NA,NA,NA,NA
"pk405","med","fall","RP",1,NA,NA,NA,NA
"pk406","med","fall","RP",0,0,1,NA,NA
"pk407","med","fall","RP",1,NA,NA,NA,NA
"pk408","med","fall","RP",1,NA,NA,NA,NA
"pk409","med","fall","RP",1,NA,NA,NA,NA
"pk410","med","fall","RP",1,NA,NA,NA,NA
"pk411","med","fall","RP",0,0,0,1,NA
"pk412","med","fall","RP",1,NA,NA,NA,NA
"pk413","med","fall","RP",1,NA,NA,NA,NA
"pk414","med","fall","RP",0,0,0,0,1
"pk415","med","fall","RP",1,NA,NA,NA,NA
"pk416","med","fall","RP",1,NA,NA,NA,NA
"pk417","med","fall","RP",1,NA,NA,NA,NA
"pk418","med","fall","RP",1,NA,NA,NA,NA
"pk419","med","fall","RP",1,NA,NA,NA,NA
"pk420","med","fall","RP",1,NA,NA,NA,NA
"pk421","med","spring","M",1,NA,NA,NA,NA
"pk422","med","spring","M",0,1,NA,NA,NA
"pk423","med","spring","M",0,0,0,0,0
"pk424","med","spring","M",0,0,0,0,0
"pk425","med","spring","M",0,1,NA,NA,NA
"pk426","med","spring","M",0,1,NA,NA,NA
"pk427","med","spring","M",1,NA,NA,NA,NA
"pk428","med","spring","M",1,NA,NA,NA,NA
"pk429","med","spring","M",0,0,0,1,NA
"pk430","med","spring","M",0,0,0,0,0
"pk431","med","spring","M",1,NA,NA,NA,NA
"pk432","med","spring","M",0,0,0,0,0
"pk433","med","spring","M",0,0,0,0,1
"pk434","med","spring","M",1,NA,NA,NA,NA
"pk435","med","spring","M",1,NA,NA,NA,NA
"pk436","med","spring","M",0,1,NA,NA,NA
"pk437","med","spring","M",1,NA,NA,NA,NA
"pk438","med","spring","M",0,0,0,0,0
"pk439","med","spring","M",0,0,0,0,0
"pk440","med","spring","M",0,0,1,NA,NA
"pk441","med","summer","M",1,NA,NA,NA,NA
"pk442","med","summer","M",1,NA,NA,NA,NA
"pk443","med","summer","M",0,1,NA,NA,NA
"pk444","med","summer","M",0,1,NA,NA,NA
"pk445","med","summer","M",0,1,NA,NA,NA
"pk446","med","summer","M",0,1,NA,NA,NA
"pk447","med","summer","M",0,0,0,0,0
"pk448","med","summer","M",0,0,0,0,0
"pk449","med","summer","M",0,0,1,NA,NA
"pk450","med","summer","M",0,0,0,0,0
"pk451","med","summer","M",1,NA,NA,NA,NA
"pk452","med","summer","M",1,NA,NA,NA,NA
"pk453","med","summer","M",0,0,0,0,0
"pk454","med","summer","M",1,NA,NA,NA,NA
"pk455","med","summer","M",0,1,NA,NA,NA
"pk456","med","summer","M",1,NA,NA,NA,NA
"pk457","med","summer","M",0,0,0,0,0
"pk458","med","summer","M",1,NA,NA,NA,NA
"pk459","med","summer","M",1,NA,NA,NA,NA
"pk460","med","summer","M",1,NA,NA,NA,NA
"pk461","med","fall","M",0,0,0,0,0
"pk462","med","fall","M",1,NA,NA,NA,NA
"pk463","med","fall","M",0,0,0,0,0
"pk464","med","fall","M",1,NA,NA,NA,NA
"pk465","med","fall","M",0,0,1,NA,NA
"pk466","med","fall","M",0,0,0,0,1
"pk467","med","fall","M",1,NA,NA,NA,NA
"pk468","med","fall","M",0,0,0,0,0
"pk469","med","fall","M",0,0,0,1,NA
"pk470","med","fall","M",0,1,NA,NA,NA
"pk471","med","fall","M",0,0,0,0,0
"pk472","med","fall","M",0,0,0,1,NA
"pk473","med","fall","M",1,NA,NA,NA,NA
"pk474","med","fall","M",0,0,0,0,1
"pk475","med","fall","M",0,0,0,1,NA
"pk476","med","fall","M",1,NA,NA,NA,NA
"pk477","med","fall","M",0,0,0,0,0
"pk478","med","fall","M",1,NA,NA,NA,NA
"pk479","med","fall","M",1,NA,NA,NA,NA
"pk480","med","fall","M",1,NA,NA,NA,NA
"pk481","med","spring","D",0,1,NA,NA,NA
"pk482","med","spring","D",1,NA,NA,NA,NA
"pk483","med","spring","D",0,0,0,0,0
"pk484","med","spring","D",0,0,0,0,0
"pk485","med","spring","D",0,0,1,NA,NA
"pk486","med","spring","D",1,NA,NA,NA,NA
"pk487","med","spring","D",0,0,0,0,0
"pk488","med","spring","D",0,0,0,0,0
"pk489","med","spring","D",0,0,0,0,0
"pk490","med","spring","D",0,0,0,0,0
"pk491","med","spring","D",0,0,0,0,0
"pk492","med","spring","D",0,0,0,0,0
"pk493","med","spring","D",1,NA,NA,NA,NA
"pk494","med","spring","D",0,0,0,0,0
"pk495","med","spring","D",0,0,0,0,0
"pk496","med","spring","D",0,0,0,0,0
"pk497","med","spring","D",0,0,0,0,0
"pk498","med","spring","D",0,0,0,0,0
"pk499","med","spring","D",1,NA,NA,NA,NA
"pk500","med","spring","D",0,0,0,0,0
"pk501","med","summer","D",0,0,0,0,0
"pk502","med","summer","D",0,0,0,0,0
"pk503","med","summer","D",1,NA,NA,NA,NA
"pk504","med","summer","D",0,1,NA,NA,NA
"pk505","med","summer","D",1,NA,NA,NA,NA
"pk506","med","summer","D",0,0,0,0,0
"pk507","med","summer","D",0,0,0,0,0
"pk508","med","summer","D",0,0,0,0,0
"pk509","med","summer","D",1,NA,NA,NA,NA
"pk510","med","summer","D",1,NA,NA,NA,NA
"pk511","med","summer","D",1,NA,NA,NA,NA
"pk512","med","summer","D",1,NA,NA,NA,NA
"pk513","med","summer","D",0,0,0,0,0
"pk514","med","summer","D",0,0,0,0,0
"pk515","med","summer","D",0,0,1,NA,NA
"pk516","med","summer","D",0,0,0,0,0
"pk517","med","summer","D",0,0,1,NA,NA
"pk518","med","summer","D",0,0,0,0,0
"pk519","med","summer","D",0,0,0,0,0
"pk520","med","summer","D",0,0,0,0,0
"pk521","med","fall","D",0,1,NA,NA,NA
"pk522","med","fall","D",0,0,0,0,0
"pk523","med","fall","D",0,0,0,0,1
"pk524","med","fall","D",0,0,0,1,NA
"pk525","med","fall","D",1,NA,NA,NA,NA
"pk526","med","fall","D",0,0,0,1,NA
"pk527","med","fall","D",0,0,0,0,0
"pk528","med","fall","D",0,0,0,0,0
"pk529","med","fall","D",0,0,0,1,NA
"pk530","med","fall","D",0,0,0,0,0
"pk531","med","fall","D",1,NA,NA,NA,NA
"pk532","med","fall","D",0,1,NA,NA,NA
"pk533","med","fall","D",0,1,NA,NA,NA
"pk534","med","fall","D",0,0,0,0,0
"pk535","med","fall","D",0,0,0,0,0
"pk536","med","fall","D",1,NA,NA,NA,NA
"pk537","med","fall","D",0,1,NA,NA,NA
"pk538","med","fall","D",1,NA,NA,NA,NA
"pk539","med","fall","D",0,0,0,0,0
"pk540","med","fall","D",0,1,NA,NA,NA
"pk541","lrg","spring","RP",0,1,NA,NA,NA
"pk542","lrg","spring","RP",1,NA,NA,NA,NA
"pk543","lrg","spring","RP",1,NA,NA,NA,NA
"pk544","lrg","spring","RP",1,NA,NA,NA,NA
"pk545","lrg","spring","RP",1,NA,NA,NA,NA
"pk546","lrg","spring","RP",1,NA,NA,NA,NA
"pk547","lrg","spring","RP",1,NA,NA,NA,NA
"pk548","lrg","spring","RP",1,NA,NA,NA,NA
"pk549","lrg","spring","RP",1,NA,NA,NA,NA
"pk550","lrg","spring","RP",1,NA,NA,NA,NA
"pk551","lrg","spring","RP",1,NA,NA,NA,NA
"pk552","lrg","spring","RP",1,NA,NA,NA,NA
"pk553","lrg","spring","RP",1,NA,NA,NA,NA
