"pkID","Size","Season","Visibility","s1","s2","s3","s4","s5"
"pk274","sml","summer","M",0,1,NA,NA,NA
"pk275","sml","summer","M",1,NA,NA,NA,NA
"pk276","sml","summer","M",1,NA,NA,NA,NA
"pk277","sml","summer","M",0,0,0,1,NA
"pk278","sml","summer","M",0,0,0,0,0
"pk279","sml","summer","M",1,NA,NA,NA,NA
"pk280","sml","summer","M",0,1,NA,NA,NA
"pk281","sml","fall","M",1,NA,NA,NA,NA
"pk282","sml","fall","M",1,NA,NA,NA,NA
"pk283","sml","fall","M",0,0,1,NA,NA
"pk284","sml","fall","M",0,0,0,0,0
"pk285","sml","fall","M",1,NA,NA,NA,NA
"pk286","sml","fall","M",1,NA,NA,NA,NA
"pk287","sml","fall","M",0,1,NA,NA,NA
"pk288","sml","fall","M",0,0,0,0,0
"pk289","sml","fall","M",0,0,0,1,NA
"pk290","sml","fall","M",0,0,0,0,0
"pk291","sml","fall","M",0,0,0,0,0
"pk292","sml","fall","M",1,NA,NA,NA,NA
"pk293","sml","fall","M",1,NA,NA,NA,NA
"pk294","sml","fall","M",0,0,0,0,0
"pk295","sml","fall","M",1,NA,NA,NA,NA
"pk296","sml","fall","M",0,1,NA,NA,NA
"pk297","sml","fall","M",1,NA,NA,NA,NA
"pk298","sml","fall","M",0,0,0,0,0
"pk299","sml","fall","M",0,0,1,NA,NA
"pk300","sml","fall","M",0,0,1,NA,NA
"pk301","sml","spring","D",0,1,NA,NA,NA
"pk302","sml","spring","D",0,0,0,0,0
"pk303","sml","spring","D",0,0,0,0,0
"pk304","sml","spring","D",0,0,0,0,0
"pk305","sml","spring","D",0,0,0,0,0
"pk306","sml","spring","D",0,0,0,0,1
"pk307","sml","spring","D",0,0,0,0,0
"pk308","sml","spring","D",0,0,0,0,0
"pk309","sml","spring","D",0,0,0,0,0
"pk310","sml","spring","D",0,0,0,0,0
"pk311","sml","spring","D",0,0,0,0,0
"pk312","sml","spring","D",0,0,0,0,0
"pk313","sml","spring","D",0,0,0,0,0
"pk314","sml","spring","D",0,0,0,0,0
"pk315","sml","spring","D",0,0,0,0,0
"pk316","sml","spring","D",0,0,0,0,0
"pk317","sml","spring","D",0,0,0,0,0
"pk318","sml","spring","D",0,1,NA,NA,NA
"pk319","sml","spring","D",0,0,0,1,NA
"pk320","sml","spring","D",0,0,0,0,0
"pk321","sml","summer","D",0,0,0,0,0
"pk322","sml","summer","D",0,0,0,0,0
"pk323","sml","summer","D",1,NA,NA,NA,NA
"pk324","sml","summer","D",0,0,0,0,0
"pk325","sml","summer","D",1,NA,NA,NA,NA
"pk326","sml","summer","D",0,0,0,0,0
"pk327","sml","summer","D",0,0,0,1,NA
"pk328","sml","summer","D",1,NA,NA,NA,NA
"pk329","sml","summer","D",0,0,0,1,NA
"pk330","sml","summer","D",1,NA,NA,NA,NA
"pk331","sml","summer","D",0,0,0,0,0
"pk332","sml","summer","D",0,0,0,0,0
"pk333","sml","summer","D",1,NA,NA,NA,NA
"pk334","sml","summer","D",0,0,0,0,0
"pk335","sml","summer","D",1,NA,NA,NA,NA
"pk336","sml","summer","D",1,NA,NA,NA,NA
"pk337","sml","summer","D",0,1,NA,NA,NA
"pk338","sml","summer","D",0,0,0,0,0
"pk339","sml","summer","D",0,0,0,0,0
"pk340","sml","summer","D",0,0,1,NA,NA
"pk341","sml","fall","D",0,1,NA,NA,NA
"pk342","sml","fall","D",0,0,0,0,0
"pk343","sml","fall","D",0,0,0,0,0
"pk344","sml","fall","D",0,0,0,0,0
"pk345","sml","fall","D",0,0,0,0,0
"pk346","sml","fall","D",0,0,0,0,0
"pk347","sml","fall","D",1,NA,NA,NA,NA
"pk348","sml","fall","D",1,NA,NA,NA,NA
"pk349","sml","fall","D",0,0,0,0,0
"pk350","sml","fall","D",1,NA,NA,NA,NA
"pk351","sml","fall","D",0,0,0,0,0
"pk352","sml","fall","D",1,NA,NA,NA,NA
"pk353","sml","fall","D",0,1,NA,NA,NA
"pk354","sml","fall","D",0,0,0,0,0
"pk355","sml","fall","D",0,0,0,0,0
"pk356","sml","fall","D",1,NA,NA,NA,NA
"pk357","sml","fall","D",0,0,0,0,0
"pk358","sml","fall","D",0,0,0,0,0
"pk359","sml","fall","D",0,0,0,0,0
"pk360","sml","fall","D",0,0,0,0,0
"pk361","med","spring","RP",0,0,0,1,NA
"pk362","med","spring","RP",0,1,NA,NA,NA
"pk363","med","spring","RP",0,1,NA,NA,NA
"pk364","med","spring","RP",1,NA,NA,NA,NA
"pk365","med","spring","RP",1,NA,NA,NA,NA
"pk366","med","spring","RP",0,1,NA,NA,NA
"pk367","med","spring","RP",0,1,NA,NA,NA
"pk368","med","spring","RP",1,NA,NA,NA,NA
"pk369","med","spring","RP",1,NA,NA,NA,NA
"pk370","med","spring","RP",1,NA,NA,NA,NA
"pk371","med","spring","RP",1,NA,NA,NA,NA
"pk372","med","spring","RP",1,NA,NA,NA,NA
"pk373","med","spring","RP",0,0,0,1,NA
"pk374","med","spring","RP",1,NA,NA,NA,NA
"pk375","med","spring","RP",1,NA,NA,NA,NA
"pk376","med","spring","RP",1,NA,NA,NA,NA
"pk377","med","spring","RP",0,1,NA,NA,NA
"pk378","med","spring","RP",1,NA,NA,NA,NA
"pk379","med","spring","RP",1,NA,NA,NA,NA
"pk380","med","spring","RP",0,0,0,0,0
"pk381","med","summer","RP",1,NA,NA,NA,NA
"pk382","med","summer","RP",1,NA,NA,NA,NA
"pk383","med","summer","RP",1,NA,NA,NA,NA
"pk384","med","summer","RP",1,NA,NA,NA,NA
"pk385","med","summer","RP",1,NA,NA,NA,NA
"pk386","med","summer","RP",1,NA,NA,NA,NA
"pk387","med","summer","RP",0,0,1,NA,NA
"pk388","med","summer","RP",1,NA,NA,NA,NA
"pk389","med","summer","RP",0,1,NA,NA,NA
"pk390","med","summer","RP",0,1,NA,NA,NA
"pk391","med","summer","RP",1,NA,NA,NA,NA
"pk392","med","summer","RP",0,0,0,0,0
"pk393","med","summer","RP",0,1,NA,NA,NA
"pk394","med","summer","RP",1,NA,NA,NA,NA
"pk395","med","summer","RP",1,NA,NA,NA,NA
"pk396","med","summer","RP",1,NA,NA,NA,NA
"pk397","med","summer","RP",1,NA,NA,NA,NA
"pk398","med","summer","RP",1,NA,NA,NA,NA
"pk399","med","summer","RP",1,NA,NA,NA,NA
"pk400","med","summer","RP",1,NA,NA,NA,NA
"pk401","med","fall","RP",0,0,0,0,0
"pk402","med","fall","RP",1,NA,NA,NA,NA
"pk403","med","fall","RP",1,NA,NA,NA,NA
"pk404","med","fall","RP",1,NA,NA,NA,NA
"pk405","med","fall","RP",1,NA,NA,NA,NA
"pk406","med","fall","RP",1,NA,NA,NA,NA
"pk407","med","fall","RP",1,NA,NA,NA,NA
"pk408","med","fall","RP",0,1,NA,NA,NA
"pk409","med","fall","RP",1,NA,NA,NA,NA
"pk410","med","fall","RP",1,NA,NA,NA,NA
"pk411","med","fall","RP",1,NA,NA,NA,NA
"pk412","med","fall","RP",1,NA,NA,NA,NA
"pk413","med","fall","RP",1,NA,NA,NA,NA
"pk414","med","fall","RP",1,NA,NA,NA,NA
"pk415","med","fall","RP",1,NA,NA,NA,NA
"pk416","med","fall","RP",1,NA,NA,NA,NA
"pk417","med","fall","RP",0,0,0,0,0
"pk418","med","fall","RP",0,0,1,NA,NA
"pk419","med","fall","RP",0,0,1,NA,NA
"pk420","med","fall","RP",1,NA,NA,NA,NA
"pk421","med","spring","M",0,0,1,NA,NA
"pk422","med","spring","M",0,1,NA,NA,NA
"pk423","med","spring","M",0,1,NA,NA,NA
"pk424","med","spring","M",1,NA,NA,NA,NA
"pk425","med","spring","M",0,0,0,0,0
"pk426","med","spring","M",1,NA,NA,NA,NA
"pk427","med","spring","M",0,0,0,0,1
"pk428","med","spring","M",0,0,0,0,0
"pk429","med","spring","M",0,0,0,0,0
"pk430","med","spring","M",1,NA,NA,NA,NA
"pk431","med","spring","M",0,1,NA,NA,NA
"pk432","med","spring","M",0,1,NA,NA,NA
"pk433","med","spring","M",1,NA,NA,NA,NA
"pk434","med","spring","M",1,NA,NA,NA,NA
"pk435","med","spring","M",0,0,0,1,NA
"pk436","med","spring","M",0,1,NA,NA,NA
"pk437","med","spring","M",0,1,NA,NA,NA
"pk438","med","spring","M",0,0,1,NA,NA
"pk439","med","spring","M",0,0,0,0,0
"pk440","med","spring","M",0,0,0,0,0
"pk441","med","summer","M",1,NA,NA,NA,NA
"pk442","med","summer","M",1,NA,NA,NA,NA
"pk443","med","summer","M",0,0,0,0,0
"pk444","med","summer","M",0,0,0,0,0
"pk445","med","summer","M",1,NA,NA,NA,NA
"pk446","med","summer","M",1,NA,NA,NA,NA
"pk447","med","summer","M",0,1,NA,NA,NA
"pk448","med","summer","M",1,NA,NA,NA,NA
"pk449","med","summer","M",0,0,0,0,0
"pk450","med","summer","M",0,0,0,0,0
"pk451","med","summer","M",1,NA,NA,NA,NA
"pk452","med","summer","M",0,0,0,0,0
"pk453","med","summer","M",1,NA,NA,NA,NA
"pk454","med","summer","M",1,NA,NA,NA,NA
"pk455","med","summer","M",0,1,NA,NA,NA
"pk456","med","summer","M",1,NA,NA,NA,NA
"pk457","med","summer","M",1,NA,NA,NA,NA
"pk458","med","summer","M",1,NA,NA,NA,NA
"pk459","med","summer","M",1,NA,NA,NA,NA
"pk460","med","summer","M",0,0,0,0,0
"pk461","med","fall","M",1,NA,NA,NA,NA
"pk462","med","fall","M",1,NA,NA,NA,NA
"pk463","med","fall","M",0,0,1,NA,NA
"pk464","med","fall","M",1,NA,NA,NA,NA
"pk465","med","fall","M",0,0,1,NA,NA
"pk466","med","fall","M",1,NA,NA,NA,NA
"pk467","med","fall","M",1,NA,NA,NA,NA
"pk468","med","fall","M",0,0,0,0,0
"pk469","med","fall","M",0,0,0,0,0
"pk470","med","fall","M",0,0,0,0,0
"pk471","med","fall","M",0,0,0,1,NA
"pk472","med","fall","M",1,NA,NA,NA,NA
"pk473","med","fall","M",1,NA,NA,NA,NA
"pk474","med","fall","M",0,0,0,0,0
"pk475","med","fall","M",1,NA,NA,NA,NA
"pk476","med","fall","M",0,1,NA,NA,NA
"pk477","med","fall","M",0,1,NA,NA,NA
"pk478","med","fall","M",1,NA,NA,NA,NA
"pk479","med","fall","M",1,NA,NA,NA,NA
"pk480","med","fall","M",0,1,NA,NA,NA
"pk481","med","spring","D",1,NA,NA,NA,NA
"pk482","med","spring","D",0,0,0,0,0
"pk483","med","spring","D",0,0,0,1,NA
"pk484","med","spring","D",0,0,0,0,0
"pk485","med","spring","D",0,0,0,0,0
"pk486","med","spring","D",1,NA,NA,NA,NA
"pk487","med","spring","D",0,1,NA,NA,NA
"pk488","med","spring","D",0,0,1,NA,NA
"pk489","med","spring","D",0,0,0,0,0
"pk490","med","spring","D",0,0,0,0,0
"pk491","med","spring","D",0,0,0,0,0
"pk492","med","spring","D",1,NA,NA,NA,NA
"pk493","med","spring","D",1,NA,NA,NA,NA
"pk494","med","spring","D",0,0,0,0,0
"pk495","med","spring","D",0,0,0,0,1
"pk496","med","spring","D",0,1,NA,NA,NA
"pk497","med","spring","D",0,0,0,0,0
"pk498","med","spring","D",0,0,0,0,0
"pk499","med","spring","D",1,NA,NA,NA,NA
"pk500","med","spring","D",0,0,0,0,0
"pk501","med","summer","D",0,0,0,0,0
"pk502","med","summer","D",0,0,0,0,0
"pk503","med","summer","D",1,NA,NA,NA,NA
"pk504","med","summer","D",0,0,0,1,NA
"pk505","med","summer","D",0,0,0,0,0
"pk506","med","summer","D",0,0,0,0,0
"pk507","med","summer","D",0,0,0,0,0
"pk508","med","summer","D",0,0,0,0,0
"pk509","med","summer","D",0,0,0,0,0
"pk510","med","summer","D",0,0,0,0,0
"pk511","med","summer","D",1,NA,NA,NA,NA
"pk512","med","summer","D",1,NA,NA,NA,NA
"pk513","med","summer","D",0,0,0,0,0
"pk514","med","summer","D",0,0,0,0,0
"pk515","med","summer","D",1,NA,NA,NA,NA
"pk516","med","summer","D",0,0,1,NA,NA
"pk517","med","summer","D",0,0,0,0,0
"pk518","med","summer","D",0,0,0,1,NA
"pk519","med","summer","D",1,NA,NA,NA,NA
"pk520","med","summer","D",0,0,0,0,0
"pk521","med","fall","D",0,0,0,0,0
"pk522","med","fall","D",0,0,0,0,0
"pk523","med","fall","D",0,0,0,0,0
"pk524","med","fall","D",0,0,0,0,0
"pk525","med","fall","D",0,0,0,0,0
"pk526","med","fall","D",1,NA,NA,NA,NA
"pk527","med","fall","D",0,0,0,0,0
"pk528","med","fall","D",0,0,0,0,1
"pk529","med","fall","D",0,0,1,NA,NA
"pk530","med","fall","D",0,1,NA,NA,NA
"pk531","med","fall","D",0,0,0,0,0
"pk532","med","fall","D",1,NA,NA,NA,NA
"pk533","med","fall","D",0,1,NA,NA,NA
"pk534","med","fall","D",0,0,0,0,0
"pk535","med","fall","D",0,0,0,0,0
"pk536","med","fall","D",0,0,0,0,0
"pk537","med","fall","D",1,NA,NA,NA,NA
"pk538","med","fall","D",0,0,0,0,0
"pk539","med","fall","D",1,NA,NA,NA,NA
"pk540","med","fall","D",0,0,0,0,0
"pk541","lrg","spring","RP",1,NA,NA,NA,NA
"pk542","lrg","spring","RP",1,NA,NA,NA,NA
"pk543","lrg","spring","RP",1,NA,NA,NA,NA
"pk544","lrg","spring","RP",1,NA,NA,NA,NA
"pk545","lrg","spring","RP",1,NA,NA,NA,NA
"pk546","lrg","spring","RP",1,NA,NA,NA,NA
"pk547","lrg","spring","RP",1,NA,NA,NA,NA
"pk548","lrg","spring","RP",1,NA,NA,NA,NA
"pk549","lrg","spring","RP",1,NA,NA,NA,NA
"pk550","lrg","spring","RP",1,NA,NA,NA,NA
"pk551","lrg","spring","RP",1,NA,NA,NA,NA
