"carcID","Turbine","TurbineType","DateFound","Visibility","Species","SpeciesGroup","Size","Distance"
"x2815","t57","Z",2018-07-07,"D","BC","bat1","bat",20.3143883971053
"x2845","t61","Z",2018-07-08,"M","BB","bat1","bat",34.9083921648918
"x2922","t95","Z",2018-07-11,"D","BB","bat1","bat",31.0987105672402
"x2941","t21","X",2018-07-10,"M","BB","bat1","bat",37.0632663519073
"x2943","t22","X",2018-07-11,"M","BA","bat1","bat",29.456001640923
"x2974","t56","Z",2018-07-12,"D","BA","bat1","bat",52.3378039049308
"x2987","t57","Z",2018-07-16,"RP","BA","bat1","bat",4.00283995755544
"x3003","t47","Y",2018-07-12,"RP","BA","bat1","bat",4.94920879584861
"x3027","t71","Z",2018-07-12,"M","SG","brd1","sml",18.0312176757742
"x3085","t88","Z",2018-07-14,"RP","BA","bat1","bat",4.041391908854
"x3091","t7","X",2018-08-07,"D","BB","bat1","bat",39.0942840090817
"x3097","t78","Z",2018-07-16,"D","BA","bat1","bat",57.3314090070176
"x3113","t61","Z",2018-07-17,"D","BA","bat1","bat",19.6724943674675
"x3142","t69","Z",2018-07-16,"RP","BA","bat1","bat",3.33426152493338
"x3144","t32","Y",2018-07-21,"RP","BA","bat1","bat",42.2696167955954
"x3180","t22","X",2018-07-18,"RP","BB","bat1","bat",22.1564244177781
"x3189","t69","Z",2018-07-16,"RP","BB","bat1","bat",7.8354046860452
"x3211","t21","X",2018-07-17,"RP","BB","bat1","bat",2.12875736606923
"x3239","t1","X",2018-07-25,"M","BA","bat1","bat",35.5743939607797
"x3258","t88","Z",2018-07-19,"D","BB","bat1","bat",41.9235189558546
"x3275","t71","Z",2018-07-27,"M","BA","bat1","bat",11.4984950838838
"x3290","t32","Y",2018-08-04,"D","BA","bat1","bat",40.947516093803
"x3336","t71","Z",2018-07-21,"M","BA","bat1","bat",28.8142154238566
"x3359","t18","X",2018-07-21,"M","BA","bat1","bat",14.7650392406356
"x3387","t7","X",2018-07-24,"RP","BA","bat1","bat",22.0589067823259
"x3396","t53","Z",2018-08-02,"D","BA","bat1","bat",18.7041750304021
"x3473","t48","Y",2018-07-25,"RP","BA","bat1","bat",7.15574542716815
"x3478","t69","Z",2018-07-25,"M","BA","bat1","bat",35.0488823829851
"x3480","t62","Z",2018-07-24,"RP","BA","bat1","bat",8.87754965913938
"x3488","t95","Z",2018-07-24,"RP","BA","bat1","bat",12.6114307189757
"x3501","t78","Z",2018-07-25,"RP","BA","bat1","bat",12.5057745252198
"x3563","t32","Y",2018-07-28,"M","BC","bat1","bat",17.3876841993593
"x3578","t32","Y",2018-08-04,"RP","BB","bat1","bat",11.3034772825928
"x3583","t53","Z",2018-07-30,"D","BA","bat1","bat",46.893996336904
"x3618","t70","Z",2018-08-01,"D","BA","bat1","bat",59.6127936800297
"x3646","t69","Z",2018-07-31,"D","BA","bat1","bat",46.559433012968
"x3648","t53","Z",2018-07-30,"M","BC","bat1","bat",9.31356104274555
"x3652","t71","Z",2018-07-30,"M","BA","bat1","bat",24.2020573903308
"x3664","t61","Z",2018-08-01,"M","BA","bat1","bat",18.5331660725897
"x3717","t88","Z",2018-08-01,"RP","BD","bat0","bat",6.13346005967613
"x3733","t14","X",2018-07-31,"RP","BC","bat1","bat",19.9822799208433
"x3759","t78","Z",2018-08-03,"D","BA","bat1","bat",55.9467461728132
"x3783","t53","Z",2018-08-02,"D","BA","bat1","bat",20.7301245169443
"x3898","t48","Y",2018-08-06,"D","BA","bat1","bat",47.8876619586744
"x3946","t1","X",2018-08-08,"RP","BA","bat1","bat",2.48772229920601
"x3951","t58","Z",2018-08-10,"D","BA","bat1","bat",40.3732278801233
"x4015","t69","Z",2018-08-09,"D","BA","bat1","bat",35.6854990442518
"x4042","t32","Y",2018-08-11,"RP","BA","bat1","bat",3.37639632366398
"x4065","t14","X",2018-08-14,"RP","BD","bat0","bat",6.0127785332038
"x4093","t48","Y",2018-08-18,"M","SB","brd1","sml",15.7119872907683
"x4135","t61","Z",2018-08-13,"D","BA","bat1","bat",49.4550801998124
"x4195","t48","Y",2018-08-12,"M","BB","bat1","bat",29.2743891474226
"x4249","t88","Z",2018-08-15,"RP","BA","bat1","bat",7.11353746604427
"x4296","t69","Z",2018-08-15,"RP","BA","bat1","bat",10.1778143888781
"x4326","t88","Z",2018-08-19,"D","BA","bat1","bat",18.2405900106798
"x4348","t53","Z",2018-08-20,"D","BA","bat1","bat",25.8182074211005
"x4388","t70","Z",2018-08-19,"D","BA","bat1","bat",27.2420528673456
"x4408","t47","Y",2018-08-20,"M","SB","brd1","sml",23.9770341601353
"x4424","t58","Z",2018-08-19,"RP","BA","bat1","bat",5.8403672588767
"x4454","t58","Z",2018-08-19,"RP","BA","bat1","bat",48.6825832350523
"x4456","t78","Z",2018-08-18,"RP","BA","bat1","bat",4.68485456548658
"x4470","t88","Z",2018-08-25,"D","MA","brd1","med",35.4632559412972
"x4562","t69","Z",2018-08-21,"RP","BE","bat0","bat",7.88018773527652
"x4639","t69","Z",2018-08-24,"M","BB","bat1","bat",57.8489410211002
"x4714","t32","Y",2018-08-25,"M","BC","bat1","bat",16.3161899379076
"x4725","t4","X",2018-08-25,"M","BA","bat1","bat",13.8348661757888
"x4750","t58","Z",2018-08-25,"RP","BC","bat1","bat",6.94122350517489
